Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly) 
 01/04  20:00:00,84209235.06166482,15124913.10507851,9411605.768713396,5508000.0,5141191.763111075,0.0,496355.0633189907,16640807.531439208,28748902.59827986,174711.32307692307,2962747.9086467998 
 01/04  21:00:00,81626481.1085393,12856328.916216782,7999984.037656624,4681878.384946268,4810686.508594722,0.0,484188.83356125399,20667384.819094317,27023968.442383049,174711.75310654078,2927349.4129798326 
 01/04  22:00:00,65501060.44984053,9736013.509569077,6058334.027295979,3545547.493469519,3917529.348723972,0.0,451339.2753586434,12915075.58647163,25874012.33845185,174711.32307692307,2828497.5474227776 
 01/04  23:00:00,56678056.51829975,8377215.760512831,5212719.119114616,3050695.725722036,2865360.9625531507,0.0,413323.9550709891,10593182.56653244,22999122.078623874,174711.32307692307,2991725.027092952 
 01/04  24:00:00,41130076.48299458,3762436.7175633169,2341226.285655135,1370171.3147942557,1795168.5557979714,0.0,373841.60809000159,7483162.311776513,20699209.870761459,174711.32307692307,3130148.495479091 
 01/05  01:00:00,34066998.025679949,1868155.9338272736,1162512.0138114598,680348.5343547517,1126767.4739865419,0.0,349171.5237189517,5344385.270791238,20124231.818795895,174711.32307692307,3236714.133316882 
 01/05  02:00:00,30599723.834552967,1120924.1156763742,697531.0351369232,408209.12061285096,768637.4798793687,0.0,335949.1473879281,4799632.500588597,18974275.71486468,174711.33662739627,3319853.3837789276 
 01/05  03:00:00,28465908.48901377,747231.8181508987,464980.9786745365,272139.4137419008,528029.0064173611,0.0,327071.7224777887,4150317.026440759,18399297.662899089,174711.32307692307,3402129.5371345814 
 01/05  04:00:00,27527002.56969004,747231.8181508987,464980.9786745365,272139.4137419008,392789.74023799577,0.0,322085.1382057463,3835239.098162697,17824319.610933495,174711.32307692307,3493505.4485058917 
 01/05  05:00:00,28754618.524084175,830800.7824789592,517042.6460280523,302557.7874492454,312084.22920564716,0.0,319108.44187196387,4313748.399603603,18399297.662899089,174711.32307692307,3585267.2514707127 
 01/05  06:00:00,97546044.68738581,2279736.90256547,1418531.5175705115,830183.0741729525,275875.03215632998,4363291.249207281,335254.03593501079,4989073.302687899,18974275.71486468,174714.75174708077,63905109.106478657 
 01/05  07:00:00,59492260.32430989,5352080.362597074,3330397.9653719367,1949040.688666207,463146.2756419418,3551367.4233332427,353786.30628458046,7868028.899076765,21274187.922727087,174711.32307692307,15175513.157534207 
 01/05  08:00:00,53715993.689578678,6772905.533074146,4214493.236379812,0.0,610268.4882846694,3085331.233809057,368699.5655388246,11770246.567109172,24149078.182555066,174711.32307692307,2570259.559751127 
 01/05  09:00:00,55745212.71242321,7197625.315216756,4478852.137655444,0.0,460399.3538748158,1539399.2479051115,343362.1564283901,14138698.450019073,24724056.23452066,174711.32307692307,2688108.4937261447 
 01/05  10:00:00,58008023.88205798,7398679.715684263,4603943.100404167,0.0,61389.53819254915,1254909.1734823744,324603.2470844848,16658271.899844783,24724056.23452066,174711.32307692307,2807459.6497677627 
 01/05  11:00:00,57761748.8291296,7197472.538316704,4478733.003405208,0.0,74033.8715913441,816769.7736871133,319278.292286451,17052767.931374626,24724056.23452066,174711.32307692307,2923925.860870651 
 01/05  12:00:00,70868284.19823484,6918807.47262314,4305273.535060312,0.0,115569.69695441003,569180.9567395697,317674.96949887988,18288580.316580945,25299034.286486258,174712.35939366299,14879450.60489786 
 01/05  13:00:00,59167362.7138303,6717600.295255575,4180063.4380613539,0.0,155592.90349512673,751735.484955265,320860.6119514879,18435412.149581344,25874012.33845185,174711.32307692307,2557374.169001557 
 01/05  14:00:00,56576413.268833059,6658475.6349357259,4143250.954738158,0.0,180475.4247017322,148083.5674193929,315133.64545352818,16406012.534656089,25874012.33845185,174711.32307692307,2676257.845399644 
 01/05  15:00:00,56205894.76876026,6738836.284362706,4193287.3398376468,0.0,207120.79093262444,0.0,314319.55573028259,16483175.99322239,25299034.286486258,174711.32307692307,2795409.195111646 
 01/05  16:00:00,57416483.571981068,7264541.597439226,4520429.990988115,0.0,366185.298206787,0.0,318668.0487704346,15408759.89194903,26448990.39041745,174711.32307692307,2914197.0311333637 
 01/05  17:00:00,66824582.615726988,8764199.64834277,5453608.573093584,797915.577749509,386630.9500428607,0.0,319435.53439979007,20323745.359152244,27598946.494348647,174711.32307692307,3005389.1555206195 
 01/05  18:00:00,91354104.1444616,11596225.044593677,7215842.402597489,4222960.270879291,7439511.729255391,123442.82454273844,582668.6082392417,27012446.170419747,29898858.702211027,174711.32307692307,3087437.068646279 
 01/05  19:00:00,93022607.60505142,14507388.875071165,9027397.811699463,5283129.898378474,6397461.023621594,280223.6011945338,545637.4323463029,23162127.07567205,30473836.754176644,174711.32307692307,3170693.809814239 
 01/05  20:00:00,88160298.20909305,15124913.10507851,9411605.768713396,5508000.0,5997622.301220735,0.0,527913.7491382486,16640807.531439208,28748902.59827986,174712.37509889797,6025820.780124122 
 01/05  21:00:00,116595950.27190556,12856328.916216782,7999984.037656624,4681878.384946268,5277244.316861076,0.0,424507.08982680147,13884928.983799853,27023968.442383049,174712.5417095942,44272397.55850569 
 01/05  22:00:00,66272906.7887966,9736013.509569077,6058334.027295979,3545547.493469519,4835961.4258249499,0.0,485162.18534368966,12915075.58647163,25874012.33845185,174711.32307692307,2648088.8992928287 
 01/05  23:00:00,58740166.74194566,8377215.760512831,5212719.119114616,3050695.725722036,3883590.746244632,0.0,450889.22593478459,10593182.56653244,22999122.078623874,174711.3732762044,3998040.145984306 
 01/05  24:00:00,42060421.13146166,3762436.7175633169,2341226.285655135,1370171.3147942557,2941998.6989333454,0.0,416130.4293104352,7483162.311776513,20699209.870761459,174711.32307692307,2871374.1795903604 
 01/06  01:00:00,34870917.08099708,1868155.9338272736,1162512.0138114598,680348.5343547517,2150475.7537739227,0.0,386930.56998498589,5344385.270791238,20124231.818795895,174711.32307692307,2979165.8625806008 
 01/06  02:00:00,38540413.96599596,1120924.1156763742,697531.0351369232,408209.12061285096,1833901.0591973486,0.0,375262.4781808816,11938709.732400172,18974275.71486468,174711.64767989028,3016889.0622468499 
 01/06  03:00:00,28297687.61331121,747231.8181508987,464980.9786745365,272139.4137419008,1086287.72198998,0.0,347683.38564255487,4150317.026440759,18399297.662899089,174711.63320122058,2655037.9725703427 
 01/06  04:00:00,27220114.850112846,747231.8181508987,464980.9786745365,272139.4137419008,807003.0301641985,0.0,337375.5410796577,3835239.098162697,17824319.610933495,174711.74283798325,2757113.6163675219 
 01/06  05:00:00,28181705.865222414,830800.7824789592,517042.6460280523,302557.7874492454,647062.0590227168,0.0,331470.69735586448,4313748.399603603,18399297.662899089,174711.32307692307,2665014.507307978 
 01/06  06:00:00,113589911.3251121,2279736.90256547,1418531.5175705115,830183.0741729525,562462.119430138,3788483.089587233,298213.66327640876,4989073.302687899,18974275.71486468,174713.77543030718,80274238.16552656 
 01/06  07:00:00,46684492.85777062,5352080.362597074,3330397.9653719367,1949040.688666207,823777.4954692936,3032622.1274886915,374547.1168837907,7868028.899076765,21274187.922727087,174711.32307692304,2505098.9564129116 
 01/06  08:00:00,53749731.062525037,6772905.533074146,4214493.236379812,0.0,997709.3701047436,2672518.1892153217,376518.4105619228,11770246.567109172,24149078.182555066,174711.32307692307,2621550.250448061 
 01/06  09:00:00,91523359.97225225,7197625.315216756,4478852.137655444,0.0,1501070.9103753558,1248561.0396095487,338816.38215252899,35632298.66482273,24724056.23452066,174711.9153075773,16227367.372591559 
 01/06  10:00:00,184593939.2562388,7398679.715684263,4603943.100404167,0.0,212390.03261931544,852527.2022645321,247540.76534768099,60591183.648988019,24724056.23452066,174712.8976147267,85788905.65879517 
 01/06  11:00:00,56838293.5551802,7197472.538316704,4478733.003405208,0.0,167191.44083358849,572145.1406726679,242605.31683725975,17052767.931374626,24724056.23452066,174711.32307692307,2228610.626142641 
 01/06  12:00:00,58361228.90277391,6918807.47262314,4305273.535060312,0.0,162736.52283973533,373222.6616945735,317026.60855417526,18288580.316580945,25299034.286486258,174711.32307692307,2521836.175858048 
 01/06  13:00:00,59153172.21507887,6717600.295255575,4180063.4380613539,0.0,150108.79225571874,662583.7472619116,319638.542353151,18435412.149581344,25874012.33845185,174711.32307692307,2639041.5887812145 
 01/06  14:00:00,60588764.75279915,6658475.6349357259,4143250.954738158,0.0,141091.97838004473,277450.2155754262,315218.0331161493,16406012.534656089,25874012.33845185,174711.56421623453,6598541.498729455 
 01/06  15:00:00,56356542.44489701,6738836.284362706,4193287.3398376468,0.0,153457.7017238303,247753.91239499805,315156.32029502958,16483175.99322239,25299034.286486258,174711.32307692307,2751129.2834974455 
 01/06  16:00:00,57254145.9373521,7264541.597439226,4520429.990988115,0.0,175264.46242653757,68654.87381498031,313802.4989934262,15408759.89194903,26448990.39041745,174711.32307692307,2878990.908246673 
 01/06  17:00:00,66579695.268799398,8764199.64834277,5453608.573093584,797915.577749509,201129.95264869213,81299.36890959597,314693.28202897586,20323745.359152244,27598946.494348647,174711.75392403294,2869445.258601295 
 01/06  18:00:00,91468249.32451394,11596225.044593677,7215842.402597489,4222960.270879291,7525646.722091717,507884.4658088152,590317.7948696317,27012446.170419747,29898858.702211027,174711.32307692307,2723356.4279658927 
 01/06  19:00:00,92724263.75662597,14507388.875071165,9027397.811699463,5283129.898378474,6075455.791391997,643865.7920087776,538057.1178738847,23162127.07567205,30473836.754176644,174711.62057390027,2838293.019779613 
 01/06  20:00:00,84493864.38337115,15124913.10507851,9411605.768713396,5508000.0,5626730.672124859,0.0,514496.31156448498,16640807.531439208,28748902.59827986,174711.32307692307,2743697.0730938429 
 01/06  21:00:00,75038684.85632727,12856328.916216782,7999984.037656624,4681878.384946268,5029603.018483724,0.0,492502.76407266026,13884928.983799853,27023968.442383049,174711.32307692307,2894778.985691549 
 01/06  22:00:00,66540521.88623075,9736013.509569077,6058334.027295979,3545547.493469519,4738242.99444708,0.0,481760.31185216529,12915075.58647163,25874012.33845185,174711.32307692307,3016824.3015963577 
 01/06  23:00:00,57867754.22264742,8377215.760512831,5212719.119114616,3050695.725722036,3888930.264048745,0.0,451166.72197411718,10593182.56653244,22999122.078623874,174711.32307692307,3120010.663041897 
 01/06  24:00:00,42447232.695149209,3762436.7175633169,2341226.285655135,1370171.3147942557,2986936.490691054,0.0,417861.94133680648,7483162.311776513,20699209.870761459,174711.32307692307,3211516.4394938258 
 01/07  01:00:00,35641552.54652442,1868155.9338272736,1162512.0138114598,680348.5343547517,2339464.0799370019,0.0,393945.0082186458,5600936.955919766,20124231.818795895,174711.32307692307,3297246.878582703 
 01/07  02:00:00,31935972.484209926,1120924.1156763742,697531.0351369232,408209.12061285096,1846644.1305312745,0.0,375749.54944580406,4953563.511665713,18974275.71486468,174711.32307692307,3384363.9831994834 
 01/07  03:00:00,29568955.536147857,747231.8181508987,464980.9786745365,272139.4137419008,1424115.885207126,0.0,360157.49613384439,4252937.70049217,18399297.662899089,174711.32307692307,3473383.2577714587 
 01/07  04:00:00,28441427.33476482,747231.8181508987,464980.9786745365,272139.4137419008,1156606.9528188296,0.0,350283.7125580091,3886549.4351884026,17824319.610933495,174711.32307692307,3564604.0896218765 
 01/07  05:00:00,29625254.875238006,830800.7824789592,517042.6460280523,302557.7874492454,982305.761698826,0.0,343844.04362570008,4416369.073655014,18399297.662899089,174711.32307692307,3658325.794326232 
 01/07  06:00:00,33781559.19621113,2279736.90256547,1418531.5175705115,830183.0741729525,866662.3419843392,0.0,339572.34725384679,5143004.313765015,18974275.71486468,174711.32307692307,3754881.660957461 
 01/07  07:00:00,45970608.3991375,5352080.362597074,3330397.9653719367,1949040.688666207,1189422.686361034,3719225.2006210305,134043.61077376613,8278511.595282409,21274187.922727087,174711.32307692307,568987.0436601073 
 01/07  08:00:00,119871624.97286588,6772905.533074146,4214493.236379812,0.0,1779739.7058298004,2797261.8698660789,253202.1881624334,12591211.95952046,24149078.182555066,174715.4275531174,67139016.86992498 
 01/07  09:00:00,74845660.15929955,7197625.315216756,4478852.137655444,0.0,2074032.2126505164,2435632.1844204438,336356.2460160405,15370146.538636,24724056.23452066,174711.32307692307,18054247.967106828 
 01/07  10:00:00,62556802.194944668,7398679.715684263,4603943.100404167,0.0,2207347.0171839117,2109528.8425910917,413207.11613460668,18402823.358718754,24724056.23452066,174711.32307692307,2522505.4866302565 
 01/07  11:00:00,62609187.27233876,7197472.538316704,4478733.003405208,0.0,2232265.1031715397,1699888.9957802704,408431.22255063,19053871.075377168,24724056.23452066,174711.32307692307,2639757.7761397019 
 01/07  12:00:00,75794661.80118265,6918807.47262314,4305273.535060312,0.0,2560184.0468395787,1334685.2782588243,415699.7271745799,20366648.96612204,25299034.286486258,174711.89527999226,14419616.593338034 
 01/07  13:00:00,74687937.04133497,6717600.295255575,4180063.4380613539,0.0,3171927.1025291986,1018007.3682973161,434484.7928647622,20333894.61953246,25874012.33845185,174711.69694936876,12783235.389393216 
 01/07  14:00:00,62916026.34133109,6658475.6349357259,4143250.954738158,0.0,4129010.6315344695,644029.8350650385,465726.7918193823,18124908.82501721,25874012.33845185,174711.32307692307,2701900.0066924665 
 01/07  15:00:00,193290619.2448305,6738836.284362706,4193287.3398376468,0.0,5981225.1782411639,249409.90239688377,414699.2510205649,17945520.59845497,25299034.286486258,174717.43055929105,132293888.97347126 
 01/07  16:00:00,64951286.68748307,7264541.597439226,4520429.990988115,0.0,7108403.570488138,146552.01842528347,493801.9041680534,16973725.17123301,26448990.39041745,174711.32307692307,1820130.7212471455 
 01/07  17:00:00,76811880.44054005,8764199.64834277,5453608.573093584,797915.577749509,6910678.942493397,131643.79200953374,563227.2811513064,21734779.627359108,27598946.494348647,174711.3754309619,4682169.128561327 
 01/07  18:00:00,94020148.05439732,11596225.044593677,7215842.402597489,4222960.270879291,7003493.66409278,0.0,565032.6742949488,28397825.270113719,29898858.702211027,174711.40438018414,4945198.621234067 
 01/07  19:00:00,94887348.74459481,14507388.875071165,9027397.811699463,5283129.898378474,7651196.013990784,0.0,590035.890361421,24470540.669827559,30473836.754176644,174711.3258491261,2709111.5052401327 
 01/07  20:00:00,87437835.63453709,15124913.10507851,9411605.768713396,5508000.0,7134557.895717673,0.0,570920.9448633277,17949221.125594729,28748902.59827986,174711.4647422391,2815002.7315474248 
 01/07  21:00:00,77684605.61449692,12856328.916216782,7999984.037656624,4681878.384946268,6369602.3170836749,0.0,542667.0695473453,15218997.746468185,27023968.442383049,174711.35880081886,2816467.3413942905 
 01/07  22:00:00,70690985.12757288,9736013.509569077,6058334.027295979,3545547.493469519,5850631.91964214,0.0,446616.75689455299,14300454.686165682,25874012.33845185,174711.94085989675,4704662.455224127 
 01/07  23:00:00,59573809.28800014,8377215.760512831,5212719.119114616,3050695.725722036,4975176.691646744,0.0,491177.98615139877,11722009.98109796,22999122.078623874,174711.32307692307,2570980.6220537426 
 01/07  24:00:00,43537671.38094153,3762436.7175633169,2341226.285655135,1370171.3147942557,3918260.0424649419,0.0,452161.10715760409,8098886.3560849749,20699209.870761459,174711.32307692307,2720608.3633829995 
 01/08  01:00:00,35896918.84419921,1868155.9338272736,1162512.0138114598,680348.5343547517,3028857.1079467998,0.0,419348.718281915,5600936.955919766,20124231.818795895,174711.4108472856,2837816.3504140677 
 01/08  02:00:00,31680738.123568708,1120924.1156763742,697531.0351369232,408209.12061285096,2086578.572798567,0.0,384587.1474627398,4953563.511665713,18974275.71486468,174711.32307692307,2880357.582274032 
 01/08  03:00:00,28980193.298313295,747231.8181508987,464980.9786745365,272139.4137419008,1333464.663954725,0.0,356801.8372694141,4252937.70049217,18399297.662899089,174711.32307692307,2978627.900053723 
 01/08  04:00:00,27443039.128764899,747231.8181508987,464980.9786745365,272139.4137419008,930997.9257208339,0.0,341937.0466182455,3886549.4351884026,17824319.610933495,174711.63966778515,2800171.260068855 
 01/08  05:00:00,28545597.986245805,830800.7824789592,517042.6460280523,302557.7874492454,732874.3031303012,0.0,334618.34824653007,4416369.073655014,18399297.662899089,174711.32307692307,2837326.0592817196 
