Date/Time,Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 01/07  10:00:00,24724056.23,86555809.15,18683578.11,5827724.136,2694364.087,79979.27971,11910681.87,175783.5314,22459641.91,22459641.91
 01/07  11:00:00,24724056.23,81692615.4,18175584.49,5669272.33,2621106.183,169672.3227,6613953.165,101400.5475,23617570.14,23617570.14
 01/07  12:00:00,25299034.29,79413382.35,17471773.1,5449741.649,2519609.344,371037.0048,3159904.598,56041.55053,25086240.83,25086240.83
 01/07  13:00:00,25874012.34,77680230.04,16963779.47,5291289.843,2446351.439,627346.7795,1718267.043,43921.90954,24715260.93,24715260.93
 01/07  14:00:00,25874012.34,74418448.27,16814294.9,5244663.075,2424794.227,922210.4779,952281.812,43665.98171,22142525.26,22142525.26
 01/07  15:00:00,25299034.29,74150168.05,17017381.44,5308009.202,2454081.394,2069675.229,482249.0192,76243.11525,21443494.37,21443494.37
 01/07  16:00:00,26448990.39,77570547.43,18344809.79,5722056.565,2645510.212,3221439.154,406886.4705,114060.998,20666793.85,20666793.85
 01/07  17:00:00,27598946.49,88961343.52,22132002.26,6903345.977,3191662.311,3099725.921,766076.0779,115235.2932,25154349.18,25154349.18
 01/07  18:00:00,29898858.7,107879349.6,29283350.55,9133972.506,4222960.271,3235176.427,178001.1367,110550.8163,31816479.18,31816479.18
 01/07  19:00:00,30473836.75,116124519.7,36634904.16,11427046.47,5283129.898,4224948.697,181094.0482,140733.5685,27758826.09,27758826.09
 01/07  20:00:00,28748902.6,110144742.7,38194225.01,11913425.02,5508000,3782947.586,652738.0429,132521.8725,21211982.24,21211982.24
 01/07  21:00:00,27023968.44,97513094,32465634.81,10126580.81,4681878.385,2602569.946,1977605.897,113894.7472,18520960.97,18520960.97
 01/07  22:00:00,25874012.34,84249022.06,24585954.75,7668775.278,3545547.493,1580550.256,3200462.017,100135.6434,17693584.29,17693584.29
 01/07  23:00:00,22999122.08,73738377.96,21154495.1,6598444.953,3050695.726,883496.4664,4384810.316,97340.70694,14569972.6,14569972.6
 01/07  24:00:00,20699209.87,44958445.6,9501203.977,2963586.28,1370171.315,538901.1378,0,16095.7412,9869277.173,9869277.173
 01/08  01:00:00,20124231.82,45018383.34,4717753.269,1471547.069,680348.5344,308832.9737,10942201.7,142402.0865,6631065.883,6631065.883
 01/08  02:00:00,18974275.71,37133855.3,2830651.962,882928.2412,408209.1206,140554.7089,7997526.862,136635.4787,5763073.215,5763073.215
 01/08  03:00:00,18399297.66,35415111.89,1887101.308,588618.8275,272139.4137,77786.87118,9090481.239,153929.854,4945756.714,4945756.714
 01/08  04:00:00,17824319.61,36360209.3,1887101.308,588618.8275,272139.4137,20352.92652,11118085.93,186913.5246,4462677.759,4462677.759
 01/08  05:00:00,18399297.66,39375238.16,2098031.992,654411.6769,302557.7874,0,12627055.99,210219.2762,5083663.774,5083663.774
 01/08  06:00:00,18974275.71,48645107.85,5756753.656,1795628.869,830183.0742,0,15121286.47,252752.5175,5914227.548,5914227.548
 01/08  07:00:00,21274187.92,68187892.74,13515268.45,4215640.906,1949040.689,0,17345976.51,292876.4581,9594901.809,9594901.809
 01/08  08:00:00,24149078.18,80478291.67,17103223.81,5334784.892,2466460.747,0,16382789.26,277400.0279,14764554.75,14764554.75
 01/08  09:00:00,24724056.23,89547624.04,18175923.3,5669378.01,2621155.043,0,15140246.2,254125.2525,22962739.41,22962739.41
 01/08  10:00:00,24724056.23,83585550.12,18683578.11,5827724.136,2694364.087,0,9050479.144,145705.6198,22459641.91,22459641.91
 01/08  11:00:00,24724056.23,77340138.52,18175584.49,5669272.33,2621106.183,5727.090161,2488786.079,38035.79713,23617570.14,23617570.14
 01/08  12:00:00,25299034.29,76137171.26,17471773.1,5449741.649,2519609.344,113298.5835,191377.0878,6096.388605,25086240.83,25086240.83
 01/08  13:00:00,25874012.34,87821854.9,16963779.47,5291289.843,2446351.439,479352.3242,0,15009.65231,36752059.6,36752059.6
 01/08  14:00:00,25874012.34,78032484.02,16814294.9,5244663.075,2424794.227,1030262.811,0,32783.33459,26611672.87,26611672.87
 01/08  15:00:00,25299034.29,75904207.57,17017381.44,5308009.202,2454081.394,2408326.373,0,79888.51864,23337486.3,23337486.3
 01/08  16:00:00,26448990.39,77200877.8,18344809.79,5722056.565,2645510.212,3264378.561,0,108338.4317,20666793.85,20666793.85
 01/08  17:00:00,27598946.49,95049030.16,22132002.26,6903345.977,3191662.311,3729098.35,0,123947.8314,31370026.82,31370026.82
 01/08  18:00:00,29898858.7,108160636.4,29283350.55,9133972.506,4222960.271,3683481.727,0,121527.9699,31816479.18,31816479.18
 01/08  19:00:00,30473836.75,116819298,36634904.16,11427046.47,5283129.898,5076129.263,0,165424.7153,27758826.09,27758826.09
 01/08  20:00:00,28748902.6,110107402.2,38194225.01,11913425.02,5508000,4282997.869,107938.6458,139930.5691,21211982.24,21211982.24
 01/08  21:00:00,27023968.44,96770682.64,32465634.81,10126580.81,4681878.385,2791828.937,1053835.158,105995.1285,18520960.97,18520960.97
 01/08  22:00:00,25874012.34,83727158.4,24585954.75,7668775.278,3545547.493,1677725.018,2587591.203,93968.03362,17693584.29,17693584.29
 01/08  23:00:00,22999122.08,73026802.17,21154495.1,6598444.953,3050695.726,983520.2428,3583171.089,87380.38507,14569972.6,14569972.6
 01/08  24:00:00,20699209.87,60903771.11,9501203.977,2963586.28,1370171.315,715552.392,4536289.957,94303.79682,21023453.21,21023453.21
 01/09  01:00:00,20124231.82,33650778.22,4717753.269,1471547.069,680348.5344,366405.6338,0,10868.96244,6279622.928,6279622.928
 01/09  02:00:00,18974275.71,28835771.03,2830651.962,882928.2412,408209.1206,182190.7406,0,5307.806564,5552207.442,5552207.442
 01/09  03:00:00,18399297.66,27630911.86,1887101.308,588618.8275,272139.4137,111222.6375,1539239.248,28113.22673,4805179.532,4805179.532
 01/09  04:00:00,17824319.61,27406285.68,1887101.308,588618.8275,272139.4137,71595.92789,2330559.727,39561.69276,4392389.168,4392389.168
 01/09  05:00:00,18399297.66,29213755.37,2098031.992,654411.6769,302557.7874,36005.30048,2735412.126,44952.23027,4943086.592,4943086.592
 01/09  06:00:00,18974275.71,52046816.09,5756753.656,1795628.869,830183.0742,23937.58779,18819644.95,143030.4552,5703361.775,5703361.775
 01/09  07:00:00,21274187.92,79550572.32,13515268.45,4215640.906,1949040.689,213176.9039,29039259.48,311404.8865,9032593.081,9032593.081
 01/09  08:00:00,24149078.18,85110655.8,17103223.81,5334784.892,2466460.747,152492.5694,21976014.65,288663.65,13639937.3,13639937.3
 01/09  09:00:00,24724056.23,84051546.05,18175923.3,5669378.01,2621155.043,36381.81647,15883367.87,240530.0822,16700753.57,16700753.57
 01/09  10:00:00,24724056.23,81587074.25,18683578.11,5827724.136,2694364.087,24715.57364,9417829.758,144975.8,20069829.82,20069829.82
 01/09  11:00:00,24724056.23,76899691.03,18175584.49,5669272.33,2621106.183,51017.79437,4711149.591,71188.82847,20876315.09,20876315.09
 01/09  12:00:00,25299034.29,75195739.1,17471773.1,5449741.649,2519609.344,90609.65781,2092197.742,33220.43582,22239552.89,22239552.89
 01/09  13:00:00,25874012.34,73684804,16963779.47,5291289.843,2446351.439,142683.0526,835785.0463,16319.74151,22114583.06,22114583.06
 01/09  14:00:00,25874012.34,70471535.25,16814294.9,5244663.075,2424794.227,170785.1305,146967.6214,8160.396491,19787857.47,19787857.47
 01/09  15:00:00,25299034.29,69796546.32,17017381.44,5308009.202,2454081.394,191385.6959,78318.62526,8066.12665,19440269.53,19440269.53
 01/09  16:00:00,26448990.39,71975248.1,18344809.79,5722056.565,2645510.212,263468.9854,17897.01558,9523.315256,18522991.83,18522991.83
 01/09  17:00:00,27598946.49,83420236.04,22132002.26,6903345.977,3191662.311,361032.8678,0,11833.19708,23221412.93,23221412.93
 01/09  18:00:00,29898858.7,108335636.3,29283350.55,9133972.506,4222960.271,5213713.804,491787.1102,172305.8674,29918687.23,29918687.23
 01/09  19:00:00,30473836.75,116289547.2,36634904.16,11427046.47,5283129.898,5549825.756,763695.0504,190642.0653,25966467.03,25966467.03
 01/09  20:00:00,28748902.6,109066549.7,38194225.01,11913425.02,5508000,5027566.72,91440.95503,163361.3684,19419623.17,19419623.17
 01/09  21:00:00,27023968.44,95520331.34,32465634.81,10126580.81,4681878.385,3518768.479,883929.5565,126112.863,16693457.6,16693457.6
 01/09  22:00:00,25874012.34,82248146.47,24585954.75,7668775.278,3545547.493,2231247.375,2437962.895,108854.0061,15795792.33,15795792.33
 01/09  23:00:00,22999122.08,71691477.8,21154495.1,6598444.953,3050695.726,1181946.579,3589877.79,93271.97811,13023623.6,13023623.6
 01/09  24:00:00,20699209.87,44253260.94,9501203.977,2963586.28,1370171.315,672965.5411,0,20309.87155,9025814.081,9025814.081
 01/10  01:00:00,20124231.82,33753955.79,4717753.269,1471547.069,680348.5344,466630.316,0,13821.85248,6279622.928,6279622.928
 01/10  02:00:00,18974275.71,28966028.25,2830651.962,882928.2412,408209.1206,274411.5115,34727.18765,8617.0681,5552207.442,5552207.442
 01/10  03:00:00,18399297.66,30694204.15,1887101.308,588618.8275,272139.4137,185724.5582,1380261.838,27544.11382,7953516.097,7953516.097
 01/10  04:00:00,17824319.61,28074194.9,1887101.308,588618.8275,272139.4137,98206.7638,2960520.321,50899.49121,4392389.168,4392389.168
 01/10  05:00:00,18399297.66,30885734.89,2098031.992,654411.6769,302557.7874,56990.18461,4357994.737,73364.25381,4943086.592,4943086.592
 01/10  06:00:00,18974275.71,57387950.99,5756753.656,1795628.869,830183.0742,36430.02235,24100466.61,190851.2693,5703361.775,5703361.775
 01/10  07:00:00,21274187.92,84526917.84,13515268.45,4215640.906,1949040.689,81779.80342,34107425.11,350981.8753,9032593.081,9032593.081
 01/10  08:00:00,24149078.18,82800411.42,17103223.81,5334784.892,2466460.747,104867.3648,19743716.85,258342.2664,13639937.3,13639937.3
 01/10  09:00:00,24724056.23,80969912.66,18175923.3,5669378.01,2621155.043,22637.24149,12860300.48,195708.4908,16700753.57,16700753.57
 01/10  10:00:00,24724056.23,77820485.39,18683578.11,5827724.136,2694364.087,50143.14407,5684164.141,86625.72224,20069829.82,20069829.82
 01/10  11:00:00,24724056.23,73587415.71,18175584.49,5669272.33,2621106.183,123999.7003,1373497.367,23584.31854,20876315.09,20876315.09
 01/10  12:00:00,25299034.29,73523380.86,17471773.1,5449741.649,2519609.344,191903.019,340246.9969,11519.57506,22239552.89,22239552.89
 01/10  13:00:00,25874012.34,73208344.78,16963779.47,5291289.843,2446351.439,276120.9877,229414.5525,12792.92383,22114583.06,22114583.06
 01/10  14:00:00,25874012.34,70509354.05,16814294.9,5244663.075,2424794.227,351552.9763,0,12179.00718,19787857.47,19787857.47
 01/10  15:00:00,25299034.29,70298045.98,17017381.44,5308009.202,2454081.394,755165.2798,0,24104.85321,19440269.53,19440269.53
 01/10  16:00:00,26448990.39,83369609.54,18344809.79,5722056.565,2645510.212,2018784.174,0,61536.43694,28127921.7,28127921.7
 01/10  17:00:00,27598946.49,84302716.09,22132002.26,6903345.977,3191662.311,1216864.59,0,38481.04879,23221412.93,23221412.93
 01/10  18:00:00,29898858.7,122571941.1,29283350.55,9133972.506,4222960.271,19486402.72,0,627708.8845,29918687.23,29918687.23
 01/10  19:00:00,30473836.75,124858355.8,36634904.16,11427046.47,5283129.898,14562654.68,33567.08053,476749.6244,25966467.03,25966467.03
 01/10  20:00:00,28748902.6,115324783.5,38194225.01,11913425.02,5508000,11176791.97,0,363815.7547,19419623.17,19419623.17
 01/10  21:00:00,27023968.44,99932391.13,32465634.81,10126580.81,4681878.385,8662955.575,0,277915.5005,16693457.6,16693457.6
 01/10  22:00:00,25874012.34,84580668.56,24585954.75,7668775.278,3545547.493,6891550.196,0,219035.4667,15795792.33,15795792.33
 01/10  23:00:00,22999122.08,72251795.35,21154495.1,6598444.953,3050695.726,5259233.195,0,166180.4452,13023623.6,13023623.6
 01/10  24:00:00,20699209.87,47296532.54,9501203.977,2963586.28,1370171.315,3621232.811,0,115314.2052,9025814.081,9025814.081
 01/11  01:00:00,20124231.82,35022949.27,4717753.269,1471547.069,680348.5344,1695369.882,0,54075.76567,6279622.928,6279622.928
 01/11  02:00:00,18974275.71,29412308.14,2830651.962,882928.2412,408209.1206,741018.4512,0,23017.21091,5552207.442,5552207.442
 01/11  03:00:00,18399297.66,26383936.43,1887101.308,588618.8275,272139.4137,419071.026,0,12528.65961,4805179.532,4805179.532
 01/11  04:00:00,17824319.61,25254138.54,1887101.308,588618.8275,272139.4137,281316.3955,0,8253.813955,4392389.168,4392389.168
 01/11  05:00:00,18399297.66,26596397.7,2098031.992,654411.6769,302557.7874,193360.9938,0,5650.994189,4943086.592,4943086.592
 01/11  06:00:00,18974275.71,44543823.85,5756753.656,1795628.869,830183.0742,155102.7689,11242269.92,86248.03177,5703361.775,5703361.775
 01/11  07:00:00,21274187.92,69480223.43,13515268.45,4215640.906,1949040.689,307193.4625,18961554.59,224744.0067,9032593.081,9032593.081
 01/11  08:00:00,24149078.18,73896318.47,17103223.81,5334784.892,2466460.747,310304.7934,10731781,160747.7067,13639937.3,13639937.3
 01/11  09:00:00,24724056.23,74785257.59,18175923.3,5669378.01,2621155.043,326855.7958,6458432.096,108703.5305,16700753.57,16700753.57
 01/11  10:00:00,24724056.23,75818574.2,18683578.11,5827724.136,2694364.087,87011.09293,3674725.527,57285.12793,20069829.82,20069829.82
 01/11  11:00:00,24724056.23,73210970.8,18175584.49,5669272.33,2621106.183,160200.7785,965083.0671,19352.61991,20876315.09,20876315.09
 01/11  12:00:00,25299034.29,73446552.83,17471773.1,5449741.649,2519609.344,260226.0931,194565.9269,12049.5336,22239552.89,22239552.89
 01/11  13:00:00,25874012.34,73170373.65,16963779.47,5291289.843,2446351.439,333335.6284,133329.2353,13692.11967,22114583.06,22114583.06
 01/11  14:00:00,25874012.34,70545648.53,16814294.9,5244663.075,2424794.227,386397.1934,0,13629.33071,19787857.47,19787857.47
 01/11  15:00:00,25299034.29,70700262.67,17017381.44,5308009.202,2454081.394,1145589.483,0,35897.34137,19440269.53,19440269.53
 01/11  16:00:00,26448990.39,74302777.31,18344809.79,5722056.565,2645510.212,2538789.439,0,79629.08068,18522991.83,18522991.83
 01/11  17:00:00,27598946.49,84840189.74,22132002.26,6903345.977,3191662.311,1737595.007,0,55224.75219,23221412.93,23221412.93
 01/11  18:00:00,29898858.7,124840204,29283350.55,9133972.506,4222960.271,21678985.18,0,703389.5464,29918687.23,29918687.23
 01/11  19:00:00,30473836.75,127042595.5,36634904.16,11427046.47,5283129.898,16619670.2,90324.22515,547216.7188,25966467.03,25966467.03
 01/11  20:00:00,28748902.6,117803434.1,38194225.01,11913425.02,5508000,13573526.62,0,445731.54,19419623.17,19419623.17
 01/11  21:00:00,27023968.44,101890427.3,32465634.81,10126580.81,4681878.385,10553177.18,0,345729.9576,16693457.6,16693457.6
 01/11  22:00:00,25874012.34,86091435.34,24585954.75,7668775.278,3545547.493,8351145.529,0,270206.9445,15795792.33,15795792.33
 01/11  23:00:00,22999122.08,72976665.9,21154495.1,6598444.953,3050695.726,5961606.616,0,188677.8348,13023623.6,13023623.6
 01/11  24:00:00,20699209.87,46493330.85,9501203.977,2963586.28,1370171.315,2844522.169,0,88823.15693,9025814.081,9025814.081
 01/12  01:00:00,20124231.82,34642169.33,4717753.269,1471547.069,680348.5344,1328058.095,0,40607.61093,6279622.928,6279622.928
 01/12  02:00:00,18974275.71,29383546.2,2830651.962,882928.2412,408209.1206,713908.1391,0,21365.57671,5552207.442,5552207.442
 01/12  03:00:00,18399297.66,26481183.55,1887101.308,588618.8275,272139.4137,513808.7601,0,15038.0478,4805179.532,4805179.532
 01/12  04:00:00,17824319.61,25358284.09,1887101.308,588618.8275,272139.4137,382706.3947,0,11009.36998,4392389.168,4392389.168
 01/12  05:00:00,18399297.66,27017856.39,2098031.992,654411.6769,302557.7874,255719.6663,351852.6589,12898.14941,4943086.592,4943086.592
 01/12  06:00:00,18974275.71,47302416.43,5756753.656,1795628.869,830183.0742,205510.9258,13928737.76,107964.6556,5703361.775,5703361.775
 01/12  07:00:00,21274187.92,71887421.54,13515268.45,4215640.906,1949040.689,417053.3027,21238389.7,245246.0215,9032593.081,9032593.081
 01/12  08:00:00,24149078.18,74930233.65,17103223.81,5334784.892,2466460.747,453265.4138,11608991.39,174488.8414,13639937.3,13639937.3
 01/12  09:00:00,24724056.23,76171269.95,18175923.3,5669378.01,2621155.043,445554.1512,7702205.356,132244.1066,16700753.57,16700753.57
 01/12  10:00:00,24724056.23,78957516.53,18683578.11,5827724.136,2694364.087,91383.74157,6759660.394,106919.707,20069829.82,20069829.82
 01/12  11:00:00,24724056.23,77588725.62,18175584.49,5669272.33,2621106.183,148185.4531,5288865.208,85340.59323,20876315.09,20876315.09
 01/12  12:00:00,25299034.29,76591501.1,17471773.1,5449741.649,2519609.344,206499.3852,3348131.777,57158.56379,22239552.89,22239552.89
 01/12  13:00:00,25874012.34,74798424.13,16963779.47,5291289.843,2446351.439,248982.5494,1824508.803,34916.55004,22114583.06,22114583.06
 01/12  14:00:00,25874012.34,70699789.11,16814294.9,5244663.075,2424794.227,281003.042,259509.6516,13654.40532,19787857.47,19787857.47
 01/12  15:00:00,25299034.29,69931892.46,17017381.44,5308009.202,2454081.394,399995.1932,0,13121.38332,19440269.53,19440269.53
 01/12  16:00:00,26448990.39,72500594.81,18344809.79,5722056.565,2645510.212,792094.8076,0,24141.21168,18522991.83,18522991.83
 01/12  17:00:00,27598946.49,83728319.12,22132002.26,6903345.977,3191662.311,503617.901,158877.0514,18454.04431,23221412.93,23221412.93
 01/12  18:00:00,29898858.7,114242570.6,29283350.55,9133972.506,4222960.271,10850861.37,589222.881,344657.0738,29918687.23,29918687.23
 01/12  19:00:00,30473836.75,121043708.2,36634904.16,11427046.47,5283129.898,10109363.47,820144.9821,328815.2259,25966467.03,25966467.03
 01/12  20:00:00,28748902.6,112368407.4,38194225.01,11913425.02,5508000,8134267.491,191734.9471,258229.1477,19419623.17,19419623.17
 01/12  21:00:00,27023968.44,98485662.01,32465634.81,10126580.81,4681878.385,5649632.141,1641448.291,203061.103,16693457.6,16693457.6
 01/12  22:00:00,25874012.34,84098081.09,24585954.75,7668775.278,3545547.493,3978518.684,2485859.761,163620.0309,15795792.33,15795792.33
 01/12  23:00:00,22999122.08,72373774.4,21154495.1,6598444.953,3050695.726,1994590.221,3436795.575,116007.1521,13023623.6,13023623.6
 01/12  24:00:00,20699209.87,44479739.62,9501203.977,2963586.28,1370171.315,892649.2718,0,27104.82581,9025814.081,9025814.081
 01/13  01:00:00,20124231.82,33833517.57,4717753.269,1471547.069,680348.5344,543867.2683,0,16146.68066,6279622.928,6279622.928
 01/13  02:00:00,18974275.71,29245969.98,2830651.962,882928.2412,408209.1206,360476.5231,223199.6484,14021.32919,5552207.442,5552207.442
 01/13  03:00:00,18399297.66,27851095.86,1887101.308,588618.8275,272139.4137,176658.4932,1689734.5,32366.12055,4805179.532,4805179.532
 01/13  04:00:00,17824319.61,28282229.45,1887101.308,588618.8275,272139.4137,120205.4297,3142876.994,54578.70045,4392389.168,4392389.168
 01/13  05:00:00,18399297.66,30640427.54,2098031.992,654411.6769,302557.7874,83454.33947,4090185.661,69401.83129,4943086.592,4943086.592
 01/13  06:00:00,18974275.71,57092823.3,5756753.656,1795628.869,830183.0742,64828.47165,23779343.54,188448.1951,5703361.775,5703361.775
